industry;city;district;registered_capital;employees;is_change_premises;period_abnormal;cacellation_reason;is_real_premise;rate_frozon_holdings;total_assets;total_liabilities;total_tax;total_debt;sub_enterprises_number;complaints_number_monthly;rate_conciliation;judical_auction_amount;is_executee;industry_index;fraud_score;is_financial_black_list;alert_level
industry__信息传输业*;city__张家口市;district__怀安县;registered_capital__(74252500.0, 99000000.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__0;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(13354929.0, 20032301.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(0.495, 0.742];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__1
industry__农、林、牧、渔业;city__秦皇岛市;district__北戴河区;registered_capital__(74252500.0, 99000000.0];employees__(2500.25, 4999.5];is_change_premises__0;period_abnormal__(983.5, 1475.25];cacellation_reason__4;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(6.75, 9.0];rate_conciliation__(0.742, 0.99];judical_auction_amount__(26446857.0, 39670285.5];is_executee__1;industry_index__(1374.25, 1499.0];fraud_score__(-0.1, 25.0];is_financial_black_list__0;alert_level__5
industry__建筑业;city__衡水市;district__武强县;registered_capital__(74252500.0, 99000000.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(5.0, 7.5];complaints_number_monthly__(2.25, 4.5];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1374.25, 1499.0];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__5
industry__仓储业;city__秦皇岛市;district__北戴河区;registered_capital__(49505000.0, 74252500.0];employees__(-8.997, 2500.25];is_change_premises__0;period_abnormal__(491.75, 983.5];cacellation_reason__1;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(0.742, 0.99];judical_auction_amount__(26446857.0, 39670285.5];is_executee__1;industry_index__(1249.5, 1374.25];fraud_score__(-0.1, 25.0];is_financial_black_list__0;alert_level__4
industry__建筑业;city__邢台市;district__临西县;registered_capital__(49505000.0, 74252500.0];employees__(4999.5, 7498.75];is_change_premises__1;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(6677556.5, 13354929.0];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(4.5, 6.75];rate_conciliation__(0.247, 0.495];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1249.5, 1374.25];fraud_score__(-0.1, 25.0];is_financial_black_list__0;alert_level__5
industry__建筑业;city__邯郸市;district__大名县;registered_capital__(74252500.0, 99000000.0];employees__(-8.997, 2500.25];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(13354929.0, 20032301.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(2.5, 5.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(999.501, 1124.75];fraud_score__(-0.1, 25.0];is_financial_black_list__1;alert_level__4
industry__餐饮业;city__衡水市;district__武强县;registered_capital__(74252500.0, 99000000.0];employees__(-8.997, 2500.25];is_change_premises__1;period_abnormal__(-1.967, 491.75];cacellation_reason__2;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(88707567.75, 118273471.0];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(2.5, 5.0];complaints_number_monthly__(2.25, 4.5];rate_conciliation__(0.742, 0.99];judical_auction_amount__(39670285.5, 52893714.0];is_executee__1;industry_index__(1374.25, 1499.0];fraud_score__(25.0, 50.0];is_financial_black_list__1;alert_level__2
industry__其他未列明行业*;city__沧州市;district__孟村回族自治县;registered_capital__(24757500.0, 49505000.0];employees__(2500.25, 4999.5];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__1;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(29575761.25, 59141664.5];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(0.495, 0.742];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1374.25, 1499.0];fraud_score__(-0.1, 25.0];is_financial_black_list__1;alert_level__5
industry__零售业;city__石家庄市;district__藁城区;registered_capital__(-88990.0, 24757500.0];employees__(2500.25, 4999.5];is_change_premises__1;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1124.75, 1249.5];fraud_score__(75.0, 100.0];is_financial_black_list__1;alert_level__5
industry__交通运输业*;city__承德市;district__丰宁满族自治县;registered_capital__(-88990.0, 24757500.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__1;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1124.75, 1249.5];fraud_score__(50.0, 75.0];is_financial_black_list__0;alert_level__1
industry__批发业;city__张家口市;district__阳原县;registered_capital__(49505000.0, 74252500.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__3;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(29575761.25, 59141664.5];total_liabilities__(-55951.759, 13987939.75];total_tax__(6677556.5, 13354929.0];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__3
industry__交通运输业*;city__张家口市;district__康保县;registered_capital__(49505000.0, 74252500.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__0;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(29575761.25, 59141664.5];total_liabilities__(-55951.759, 13987939.75];total_tax__(6677556.5, 13354929.0];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(6.75, 9.0];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(-0.1, 25.0];is_financial_black_list__1;alert_level__5
industry__住宿业;city__秦皇岛市;district__海港区;registered_capital__(-88990.0, 24757500.0];employees__(4999.5, 7498.75];is_change_premises__1;period_abnormal__(491.75, 983.5];cacellation_reason__1;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(4.5, 6.75];rate_conciliation__(0.742, 0.99];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1249.5, 1374.25];fraud_score__(25.0, 50.0];is_financial_black_list__1;alert_level__5
industry__零售业;city__沧州市;district__任丘市;registered_capital__(-88990.0, 24757500.0];employees__(-8.997, 2500.25];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__3;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(2.5, 5.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(0.495, 0.742];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1124.75, 1249.5];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__5
industry__交通运输业*;city__邢台市;district__邢台县;registered_capital__(24757500.0, 49505000.0];employees__(7498.75, 9998.0];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(29575761.25, 59141664.5];total_liabilities__(13987939.75, 27975879.5];total_tax__(-26525.49, 6677556.5];total_debt__(1260411.25, 2520822.5];sub_enterprises_number__(5.0, 7.5];complaints_number_monthly__(2.25, 4.5];rate_conciliation__(0.247, 0.495];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(999.501, 1124.75];fraud_score__(-0.1, 25.0];is_financial_black_list__1;alert_level__4
industry__零售业;city__沧州市;district__河间市;registered_capital__(-88990.0, 24757500.0];employees__(2500.25, 4999.5];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__1;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(0.742, 0.99];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1374.25, 1499.0];fraud_score__(50.0, 75.0];is_financial_black_list__1;alert_level__1
industry__餐饮业;city__秦皇岛市;district__昌黎县;registered_capital__(-88990.0, 24757500.0];employees__(-8.997, 2500.25];is_change_premises__1;period_abnormal__(1475.25, 1967.0];cacellation_reason__2;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(7.5, 10.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__4
industry__仓储业;city__邢台市;district__任县;registered_capital__(49505000.0, 74252500.0];employees__(4999.5, 7498.75];is_change_premises__0;period_abnormal__(491.75, 983.5];cacellation_reason__2;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(7.5, 10.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1124.75, 1249.5];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__4
industry__信息传输业*;city__邢台市;district__邢台县;registered_capital__(74252500.0, 99000000.0];employees__(2500.25, 4999.5];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__0;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(6.75, 9.0];rate_conciliation__(0.742, 0.99];judical_auction_amount__(-52893.714, 13223428.5];is_executee__1;industry_index__(1124.75, 1249.5];fraud_score__(75.0, 100.0];is_financial_black_list__1;alert_level__5
industry__邮政业;city__石家庄市;district__长安区;registered_capital__(-88990.0, 24757500.0];employees__(4999.5, 7498.75];is_change_premises__1;period_abnormal__(-1.967, 491.75];cacellation_reason__0;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(4.5, 6.75];rate_conciliation__(0.495, 0.742];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1374.25, 1499.0];fraud_score__(50.0, 75.0];is_financial_black_list__1;alert_level__1
industry__零售业;city__衡水市;district__饶阳县;registered_capital__(49505000.0, 74252500.0];employees__(-8.997, 2500.25];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__4;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(7.5, 10.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(26446857.0, 39670285.5];is_executee__1;industry_index__(1249.5, 1374.25];fraud_score__(-0.1, 25.0];is_financial_black_list__0;alert_level__5
industry__批发业;city__衡水市;district__景县;registered_capital__(49505000.0, 74252500.0];employees__(4999.5, 7498.75];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__0;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(6.75, 9.0];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(50.0, 75.0];is_financial_black_list__1;alert_level__1
industry__邮政业;city__承德市;district__平泉市;registered_capital__(24757500.0, 49505000.0];employees__(-8.997, 2500.25];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__3;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(5.0, 7.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1374.25, 1499.0];fraud_score__(-0.1, 25.0];is_financial_black_list__0;alert_level__5
industry__房地产开发经营;city__秦皇岛市;district__北戴河区;registered_capital__(-88990.0, 24757500.0];employees__(4999.5, 7498.75];is_change_premises__0;period_abnormal__(-1.967, 491.75];cacellation_reason__3;is_real_premise__0;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(-108405.613, 29575761.25];total_liabilities__(-55951.759, 13987939.75];total_tax__(-26525.49, 6677556.5];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(-0.01, 2.5];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(75.0, 100.0];is_financial_black_list__1;alert_level__4
industry__住宿业;city__张家口市;district__桥西区;registered_capital__(74252500.0, 99000000.0];employees__(7498.75, 9998.0];is_change_premises__1;period_abnormal__(-1.967, 491.75];cacellation_reason__1;is_real_premise__1;rate_frozon_holdings__(-0.00099, 0.248];total_assets__(59141664.5, 88707567.75];total_liabilities__(-55951.759, 13987939.75];total_tax__(6677556.5, 13354929.0];total_debt__(-5041.645, 1260411.25];sub_enterprises_number__(2.5, 5.0];complaints_number_monthly__(-0.009, 2.25];rate_conciliation__(-0.00099, 0.247];judical_auction_amount__(-52893.714, 13223428.5];is_executee__0;industry_index__(1249.5, 1374.25];fraud_score__(75.0, 100.0];is_financial_black_list__0;alert_level__4
